Symbol,Date,Open,High,Low,Close,Volume
CAC,7-Aug-20,31.41,33.57,31.41,33.52,49700
CACC,7-Aug-20,510.99,519.62,509.01,513.61,142300
CACG,7-Aug-20,38.66,38.869,38.36,38.6242,9300
CAKE,7-Aug-20,24.88,25.87,24.64,25.84,1363600
CALA,7-Aug-20,4.92,4.92,4.41,4.51,3422400
CALB,7-Aug-20,13.56,13.835,13.25,13.63,9600
CALM,7-Aug-20,43.81,45.45,43.81,45.44,247100
CALT,7-Aug-20,22.46,22.7,21.6,22.17,5600
CAMP,7-Aug-20,8.12,8.41,8.04,8.39,193200
CAMT,7-Aug-20,15.1,15.87,14.8802,15.53,126700
CAN,7-Aug-20,2.54,2.55,2.29,2.38,3603000
CAPR,7-Aug-20,6.45,7.19,6.04,6.53,5071400
CAR,7-Aug-20,27.99,28.47,27.39,28.18,1306700
CARA,7-Aug-20,16.99,17.16,16.75,16.95,287000
CARE,7-Aug-20,7.16,7.55,7.12,7.49,92600
CARG,7-Aug-20,30,30.18,27.5,29.985,3149300
CARV,7-Aug-20,6.15,8.5,6.1101,6.84,5409600
CARZ,7-Aug-20,35.17,35.27,35,35.27,1500
CASA,7-Aug-20,5.98,6.03,5.87,5.99,296200
CASH,7-Aug-20,19.32,20.335,19.05,20.3,193800
CASI,7-Aug-20,1.92,1.94,1.88,1.89,679700
CASS,7-Aug-20,37.17,38.45,37.075,38.35,23800
CASY,7-Aug-20,169.64,171.36,169.64,171.06,185000
CATB,7-Aug-20,6.46,6.67,6.25,6.51,101800
CATC,7-Aug-20,54.86,58.86,54.86,58.56,18700
CATH,7-Aug-20,41.23,41.24,41.13,41.135,116500
CATM,7-Aug-20,23.78,24.25,21.09,21.4,1473800
CATY,7-Aug-20,24.9,26.44,24.8,26.44,346000
CBAN,7-Aug-20,11.02,11.03,10.41,10.51,4300
CBAT,7-Aug-20,0.8435,0.869,0.843,0.8603,139500
CBAY,7-Aug-20,5.68,6.3,5.67,6.26,5422600
CBFV,7-Aug-20,17.97,18.65,17.75,18.49,5700
CBIO,7-Aug-20,5.39,5.505,5.3,5.39,152600
CBLI,7-Aug-20,2.54,2.9,2.49,2.775,1506500
CBMB,7-Aug-20,11.94,12.18,11.94,12,2100
CBMG,7-Aug-20,13.64,14.55,13.61,14.42,43900
CBNK,7-Aug-20,10.5,10.9,10.5,10.8,6400
CBPO,7-Aug-20,106.61,107.1,105.89,106.09,46900
CBRL,7-Aug-20,114.1,116.44,113.9135,116.42,244600
CBSH,7-Aug-20,58.26,59.99,57.8024,59.94,302100
CBSHP,7-Aug-20,25.38,25.535,25.36,25.3816,9900
CBTX,7-Aug-20,16.34,17.31,15.02,17.15,34100
CCAP,7-Aug-20,11.855,12.06,11.855,12.06,14800
CCB,7-Aug-20,13.89,13.93,13.75,13.89,12600
CCBG,7-Aug-20,19.52,20.53,19.46,20.53,24800
CCCL,7-Aug-20,0.7947,0.9,0.7714,0.863,419300
CCD,7-Aug-20,23.07,23.17,22.68,22.88,82500
CCLP,7-Aug-20,1.13,1.15,1.09,1.12,37700
CCMP,7-Aug-20,160.21,162.3,158.48,161.68,171600
CCNC,7-Aug-20,1.6969,1.7194,1.42,1.5,31200
CCNE,7-Aug-20,16.48,17.54,16.48,17.54,24800
CCOI,7-Aug-20,79.02,79.11,73.86,74.61,581500
CCRC,7-Aug-20,4.56,4.62,4.56,4.56,2400
CCRN,7-Aug-20,7.1,7.225,6.7307,6.92,371100
CCXI,7-Aug-20,54.41,56.54,54.18,55.24,377000
CDC,7-Aug-20,47.81,48.43,47.7098,48.4082,35500
CDEV,7-Aug-20,0.8758,0.8818,0.855,0.8661,3165000
CDK,7-Aug-20,46.89,47.15,46.38,46.89,643100
CDL,7-Aug-20,40.73,41.5141,40.73,41.5141,10900
CDLX,7-Aug-20,68.99,68.99,65.055,66.28,565400
CDMO,7-Aug-20,7.62,8,7.52,7.73,415800
CDMOP,7-Aug-20,25.38,25.47,25.3,25.47,700
CDNA,7-Aug-20,34.72,35.37,32.94,33.37,583400
CDNS,7-Aug-20,110.41,110.8,107.38,108.53,1336400
CDTX,7-Aug-20,3.8,3.96,3.79,3.9,69400
CDW,7-Aug-20,113.74,114.85,112.85,114.77,678300
CDXC,7-Aug-20,4.94,5.235,4.8,4.975,422800
CDXS,7-Aug-20,12.97,14.62,12.96,13.75,552600
CDZI,7-Aug-20,10.2,10.2,10.09,10.15,180400
CECE,7-Aug-20,7.65,8.2254,7.6,8.14,115300
CELC,7-Aug-20,5.75,6.19,5.7465,6.19,25500
CELH,7-Aug-20,21,22.96,20.1406,21.2,2176800
CEMI,7-Aug-20,4.9,5.49,4.71,5.49,5013300
CENT,7-Aug-20,42.43,43.09,41.65,42.7,138400
CENTA,7-Aug-20,39.12,39.46,38.14,39.03,320000
CENX,7-Aug-20,10.44,10.56,9.65,10.53,1058300
CERC,7-Aug-20,2.88,2.915,2.79,2.84,363000
CERN,7-Aug-20,69.52,70.05,69.24,70.04,1861900
CERS,7-Aug-20,7.22,7.23,6.995,7.06,1185700
CETV,7-Aug-20,3.98,4.03,3.97,3.985,149900
CETX,7-Aug-20,1.43,1.45,1.4,1.42,780100
CETXW,7-Aug-20,0.1,0.1002,0.05,0.0875,202700
CEVA,7-Aug-20,41.4,42.36,41.2,42.01,192600
CEY,7-Aug-20,20.01,20.01,19.94,19.9948,1000
CEZ,7-Aug-20,23.76,23.81,23.71,23.7845,2600
CFA,7-Aug-20,53.9753,54.5249,53.9753,54.5249,11100
CFB,7-Aug-20,9.7,10,9.645,9.9,125000
CFBI,7-Aug-20,6.76,7.095,6.76,7.09,1400
CFBK,7-Aug-20,10.98,11,10.9022,10.99,5900
CFFA,7-Aug-20,10.4,10.45,10.35,10.42,140300
CFFAW,7-Aug-20,1.0502,1.1,0.92,0.9901,341200
CFFI,7-Aug-20,31.47,31.48,30.3201,31.01,3800
CFFN,7-Aug-20,9.84,10.22,9.81,10.21,475400
CFMS,7-Aug-20,0.742,0.745,0.685,0.706,911600
CFO,7-Aug-20,53.97,54.55,53.97,54.55,65100
CFRX,7-Aug-20,5.49,5.7,5.36,5.54,234900
CG,7-Aug-20,27.41,27.69,27.11,27.48,1476500
CGBD,7-Aug-20,9,9.17,8.9776,9.13,180700
CGEN,7-Aug-20,16.36,17.1,16.035,16.33,1367900
CGIX,7-Aug-20,2.94,3.25,2.8892,3.12,93500
CGNX,7-Aug-20,67.3,67.76,66.342,67.14,411900
CGO,7-Aug-20,12.57,12.6838,12.57,12.65,9000
CGRO,7-Aug-20,9.895,9.8991,9.86,9.86,500
CGROU,7-Aug-20,10.14,10.17,10.1,10.1,130600
CGROW,7-Aug-20,0.65,0.7699,0.65,0.75,121900
CHCI,7-Aug-20,3.12,3.3199,3.101,3.27,71400
CHCO,7-Aug-20,63.49,66.42,63.49,66.41,44300
CHDN,7-Aug-20,158.66,164.36,157.16,162.72,277900
CHEF,7-Aug-20,12.99,13.66,12.775,13.59,1042700
CHEK,7-Aug-20,0.6556,0.67,0.613,0.6288,5785300
CHEKZ,7-Aug-20,0.0799,0.08,0.064,0.08,11500
CHFS,7-Aug-20,0.65,0.695,0.622,0.6841,12905300
CHI,7-Aug-20,11.35,11.42,11.31,11.37,184000
CHKP,7-Aug-20,123.03,124.82,122.86,123.73,1130400
CHMA,7-Aug-20,4.73,4.83,4.6,4.79,320500
CHMG,7-Aug-20,27.785,28.2962,27.44,27.56,12000
CHNA,7-Aug-20,32.92,32.965,32.744,32.9134,4400
CHNG,7-Aug-20,12.73,13.07,12.45,12.825,7742200
CHNGU,7-Aug-20,48.6,48.6,47.66,48.2,2900
CHNR,7-Aug-20,1.34,1.37,1.3101,1.3301,121700
CHPM,7-Aug-20,10.12,10.175,10.12,10.15,308200
CHPMU,7-Aug-20,10.7406,10.7406,10.7406,10.7406,600
CHRS,7-Aug-20,19.95,20.73,18.47,19.63,4272100
CHRW,7-Aug-20,95.05,96.67,94.01,95.79,1270000
CHSCL,7-Aug-20,27.26,27.6,27.25,27.46,13500
CHSCM,7-Aug-20,25.17,25.18,25.05,25.1,18300
CHSCN,7-Aug-20,25.41,25.45,25.22,25.24,15800
CHSCO,7-Aug-20,27.25,27.415,27.22,27.24,20900
CHSCP,7-Aug-20,28.14,28.332,28.036,28.09,7500
CHTR,7-Aug-20,603.39,611.47,598.25,601.87,810900
CHUY,7-Aug-20,19.43,19.63,17.7,18.7,381300
CHW,7-Aug-20,8.13,8.17,8.09,8.11,175600
CHY,7-Aug-20,12.11,12.14,12.011,12.12,210600
CIBR,7-Aug-20,35.81,35.977,35.11,35.4,304100
CID,7-Aug-20,26.365,26.4342,26.345,26.4342,300
CIDM,7-Aug-20,1.48,1.64,1.46,1.5,1624700
CIGI,7-Aug-20,58.94,60.62,58.14,60.58,72800
CIH,7-Aug-20,2.12,2.1595,2.0601,2.12,93400
CIIC,7-Aug-20,10.08,10.08,10.08,10.08,100000
CIICW,7-Aug-20,1.0498,1.05,1.0498,1.0499,7600
CIL,7-Aug-20,36.42,36.65,36.42,36.5715,2800
CINF,7-Aug-20,79.29,81.93,79.055,81.67,729000
CIVB,7-Aug-20,13.84,14.77,13.71,14.65,29200
CIZ,7-Aug-20,27.64,27.7592,27.64,27.7592,2300
CIZN,7-Aug-20,22.2,22.49,21.31,21.9,3400
CJJD,7-Aug-20,1.38,1.4,1.31,1.34,738100
CKPT,7-Aug-20,2.28,2.3,2.18,2.3,363400
CLAR,7-Aug-20,12.6,13.19,12.42,13.09,167800
CLBK,7-Aug-20,11.62,12.12,11.56,12.1,146700
CLBS,7-Aug-20,2.26,2.47,2.25,2.44,708900
CLCT,7-Aug-20,40.06,40.89,39.97,40.5,69000
CLDB,7-Aug-20,13.99,13.99,13.99,13.99,100
CLDX,7-Aug-20,11.3,12.16,10.5,11.14,516600
CLEU,7-Aug-20,4.41,4.41,4.07,4.1049,18700
CLFD,7-Aug-20,18.72,19.23,18.7,19,60300
CLGN,7-Aug-20,9.36,9.51,9.314,9.49,800
CLIR,7-Aug-20,2.57,2.7063,2.23,2.28,154000
CLLS,7-Aug-20,17.2,17.75,16.98,17.49,86800
CLMT,7-Aug-20,2.5,2.65,2.4602,2.62,162600
CLNE,7-Aug-20,2.72,3.14,2.7,2.96,5463400
CLOU,7-Aug-20,22.67,22.7,21.95,22.19,1884900
CLPS,7-Aug-20,2.59,2.64,2.44,2.49,39100
CLPT,7-Aug-20,4.16,4.16,3.975,4,29300
CLRB,7-Aug-20,1.4,1.42,1.38,1.4,423300
CLRBZ,7-Aug-20,0.14,0.16,0.13,0.16,15500
CLRO,7-Aug-20,2.35,2.41,2.3011,2.4,5300
CLSD,7-Aug-20,1.78,1.79,1.71,1.76,125200
CLSK,7-Aug-20,8.01,9.6,8.01,9.19,7628500
CLSN,7-Aug-20,1.18,1.19,1.12,1.15,729900
CLUB,7-Aug-20,0.46,0.47,0.43,0.44,143100
CLVS,7-Aug-20,5.96,5.99,5.3,5.42,10643600
CLWT,7-Aug-20,2.99,3.14,2.96,3.05,17300
CLXT,7-Aug-20,5.13,5.59,5.02,5.59,118300
CMBM,7-Aug-20,12.31,12.45,11.71,11.79,57300
CMCO,7-Aug-20,34.28,35.32,34.28,35.32,89500
CMCSA,7-Aug-20,42.59,42.92,42.47,42.81,10353100
CMCT,7-Aug-20,10.55,10.72,10.29,10.33,12000
CME,7-Aug-20,163.68,168.03,162.15,167.14,1903700
CMFNL,7-Aug-20,21.38,21.5,21.38,21.5,200
CMLS,7-Aug-20,3.85,3.96,3.72,3.94,149300
CMPR,7-Aug-20,98.54,100.765,96.91,98.29,154000
CMRX,7-Aug-20,3.22,3.43,3.19,3.41,415800
CMTL,7-Aug-20,16.85,17.56,16.69,17.56,253200
CNBKA,7-Aug-20,71,73.37,70.755,73.15,21800
CNCE,7-Aug-20,9.2,10.28,9.02,9.86,147000
CNCR,7-Aug-20,26.2,26.5,26.04,26.1883,5000
CNDT,7-Aug-20,3.86,4.65,3.61,4.13,117877600
CNET,7-Aug-20,1.5,1.53,1.4,1.4,403500
CNFR,7-Aug-20,2.2777,2.29,2.1897,2.29,1800
CNNB,7-Aug-20,8.875,8.875,8.875,8.875,400
CNOB,7-Aug-20,14.08,14.93,14,14.8,136700
CNSL,7-Aug-20,7.76,8.19,7.75,8.16,472500
CNSP,7-Aug-20,1.9,1.9183,1.85,1.8754,62100
CNST,7-Aug-20,25.03,26.25,24.51,25.68,370000
CNTG,7-Aug-20,12.79,12.87,12.51,12.8,73600
CNTY,7-Aug-20,4.7,4.78,4.35,4.69,703500
CNXN,7-Aug-20,46.63,46.83,46.34,46.6,60900
COCP,7-Aug-20,2.07,2.42,2.02,2.04,3652800
CODA,7-Aug-20,5.55,5.76,5.55,5.68,13600
CODX,7-Aug-20,26.52,27.5799,25.23,25.73,1922900
COFS,7-Aug-20,27.75,27.75,26.795,26.95,13500
COHR,7-Aug-20,126.73,129.89,126.155,127.97,176300
COHU,7-Aug-20,17.64,17.98,17.59,17.91,169400
COKE,7-Aug-20,256.13,266.57,255.45,263.22,42000
COLB,7-Aug-20,28.76,30.2,28.4,30.17,266700
COLL,7-Aug-20,17.56,18.47,17.43,18.33,575000
COLM,7-Aug-20,74.28,76.19,73.8,76.19,181300
COMM,7-Aug-20,10.97,11.28,10.88,11.015,5380100
COMT,7-Aug-20,25.38,25.38,25.12,25.2211,81300
CONE,7-Aug-20,84.08,85.38,83.8254,84.99,496000
CONN,7-Aug-20,10.29,11.0601,10.29,11.03,393700
COOP,7-Aug-20,18.14,18.5,17.83,17.975,818300
CORE,7-Aug-20,30.54,31.38,30.08,31.37,217100
CORT,7-Aug-20,14,14.045,13.7791,13.94,851600
COST,7-Aug-20,343.14,344.73,339.63,340.91,1759000
COUP,7-Aug-20,303.45,305.125,284.26,289.31,1498700
COWN,7-Aug-20,16.81,17.227,16.61,17.06,486100
COWNL,7-Aug-20,25.82,25.85,25.7053,25.755,2100
COWNZ,7-Aug-20,25.4649,25.4649,25.28,25.28,4000
CPAA,7-Aug-20,10.8999,10.8999,10.7,10.85,11500
CPAAU,7-Aug-20,11.6,11.6,11.33,11.33,800
CPAAW,7-Aug-20,2.2,2.2,2.2,2.2,10000
CPAH,7-Aug-20,3.95,4.05,3.895,3.97,33500
CPHC,7-Aug-20,10.45,10.45,10.45,10.45,300
CPIX,7-Aug-20,3.35,3.44,3.3101,3.38,19300
CPLP,7-Aug-20,6.24,6.32,6,6.2,111400
CPRT,7-Aug-20,99.03,99.43,98.78,99.24,1491400
CPRX,7-Aug-20,4.17,4.2,3.955,4.05,2713400
CPSH,7-Aug-20,2.1,2.17,2.06,2.11,172100
CPSI,7-Aug-20,29.01,29.5,27.43,28.26,75500
CPSS,7-Aug-20,3.25,3.31,3.25,3.3,8400
CPST,7-Aug-20,4.49,4.99,4.29,4.56,360500
CPTA,7-Aug-20,2.18,2.23,2.15,2.21,153800
CPTAG,7-Aug-20,20.72,20.94,20.685,20.94,9800
CPTAL,7-Aug-20,21.43,22.35,21.43,21.949,2000
CPZ,7-Aug-20,15.85,15.98,15.85,15.97,16200
CRAI,7-Aug-20,40.65,42.52,40.11,42.28,32100
CRBP,7-Aug-20,6.51,6.61,6.37,6.61,1339500
CRDF,7-Aug-20,5.62,6.14,5.4516,6.11,590300
CREE,7-Aug-20,72.8,73.96,71.65,72.66,721600
CREG,7-Aug-20,2.95,3.09,2.86,2.89,82400
CRESY,7-Aug-20,3.6,3.61,3.43,3.52,235600
CREX,7-Aug-20,2.3,2.31,2.1767,2.27,403400
CREXW,7-Aug-20,0.1801,0.1801,0.1801,0.1801,500
CRIS,7-Aug-20,1.47,1.48,1.38,1.42,1910800
CRMT,7-Aug-20,93.72,95.77,93.72,95.13,30400
CRNC,7-Aug-20,52.39,53.68,49.3,50.33,712900
CRNT,7-Aug-20,2.74,2.74,2.61,2.65,429700
CRNX,7-Aug-20,14.77,16.8,14.48,16.14,190300
CRON,7-Aug-20,5.92,5.93,5.6,5.64,5987900
CROX,7-Aug-20,37.01,39.06,37.01,38.59,1361600
CRSA,7-Aug-20,10.04,10.15,10.04,10.08,21400
CRSAU,7-Aug-20,10.39,10.4,10.39,10.4,9600
CRSAW,7-Aug-20,0.76,0.805,0.76,0.805,4800
CRSP,7-Aug-20,92.9,95.175,88.545,89.81,834000
CRTO,7-Aug-20,13.96,14.435,13.86,14.24,213500
CRTX,7-Aug-20,41.53,44.45,41.53,44.13,67900
CRUS,7-Aug-20,65,65.1706,63.87,64.63,773000
CRVL,7-Aug-20,77.64,80.41,77.64,80.38,33400
CRVS,7-Aug-20,4.35,4.42,4.17,4.25,176800
CRWD,7-Aug-20,107.2,107.39,100.28,101.75,6637300
CRWS,7-Aug-20,4.66,4.8,4.62,4.8,3200
CSA,7-Aug-20,42.6,43.5627,42.6,43.5627,1200
CSB,7-Aug-20,38.41,39.08,38.41,39.08,4100
CSBR,7-Aug-20,8.785,9.19,8.785,8.96,14300
CSCO,7-Aug-20,47.33,47.6,47.03,47.43,17054300
CSF,7-Aug-20,41.4803,41.705,41.4307,41.705,1000
CSGP,7-Aug-20,834.78,839.97,826.57,830.42,153600
CSGS,7-Aug-20,42.65,44.02,42.54,43.89,299900
CSII,7-Aug-20,30.62,31.74,30.62,31.11,187700
CSIQ,7-Aug-20,25,26.72,24.62,25.32,4184100
CSML,7-Aug-20,22.99,23.5,22.99,23.5,14000
CSOD,7-Aug-20,36.56,36.71,35.565,36.3,329700
CSPI,7-Aug-20,7.645,7.89,7.11,7.7991,6100
CSQ,7-Aug-20,13.73,13.81,13.62,13.7701,252600
CSSE,7-Aug-20,9.04,9.17,8.18,8.78,33200
CSSEN,7-Aug-20,24.187,24.432,24.1,24.1,7400
CSSEP,7-Aug-20,22.98,23.06,22.98,23,11900
CSTE,7-Aug-20,10.8,10.84,10.61,10.77,56300
CSTL,7-Aug-20,41.11,42.16,41.025,41.8,91300
CSTR,7-Aug-20,10.57,11.2,10.57,11.12,53500
CSWC,7-Aug-20,14.3,14.74,14.28,14.57,31400
CSWCL,7-Aug-20,25.08,25.2047,25.08,25.1663,2300
CSWI,7-Aug-20,72.69,73.31,71.43,73.31,46500
CSX,7-Aug-20,71.95,73.23,71.835,72.93,3428000
CTAS,7-Aug-20,302.67,310.38,300,310.01,441600
CTBI,7-Aug-20,31.65,33.48,31.62,33.33,46600
CTG,7-Aug-20,4.8699,4.8699,4.75,4.75,7700
CTHR,7-Aug-20,0.7112,0.725,0.7002,0.7032,76100
CTIB,7-Aug-20,2.66,2.85,2.66,2.72,194700
CTIC,7-Aug-20,1.21,1.28,1.18,1.25,1127600
CTMX,7-Aug-20,7.36,8.1,7.27,7.62,425500
CTRE,7-Aug-20,17.81,19.15,17.81,18.81,691300
CTRM,7-Aug-20,0.2,0.2,0.191,0.1962,4388300
CTRN,7-Aug-20,18.02,19.19,17.92,19.07,201300
CTSH,7-Aug-20,67.2,67.645,66.695,67.48,2054400
CTSO,7-Aug-20,9.55,9.77,9.3602,9.55,419200
CTXR,7-Aug-20,1.11,1.12,1.1,1.11,1671700
CTXRW,7-Aug-20,0.24,0.2861,0.2201,0.286,10400
CTXS,7-Aug-20,141.03,143.3134,140.32,141.14,1141000
CUBA,7-Aug-20,3.61,3.68,3.58,3.67,17100
CUE,7-Aug-20,20,20.51,19.5206,19.86,187900
CUTR,7-Aug-20,15.5,15.99,14.81,14.9,266200
CVBF,7-Aug-20,18.1,19.06,18.05,19.05,524500
CVCO,7-Aug-20,205,205.645,201.09,204.69,39900
CVCY,7-Aug-20,13.04,13.11,12.97,13.11,28400
CVET,7-Aug-20,23.16,23.765,22.76,22.95,559600
CVGI,7-Aug-20,2.76,2.98,2.735,2.97,236200
CVGW,7-Aug-20,60.31,63.44,59.885,63.41,92300
CVLG,7-Aug-20,16.62,17.36,16.51,17.29,57300
CVLT,7-Aug-20,43.27,44.19,43.27,43.87,266100
CVLY,7-Aug-20,11.96,12.48,11.925,12.47,6400
CVV,7-Aug-20,3.75,3.7506,3.5099,3.69,17200
CWBC,7-Aug-20,7.72,8.05,7.72,7.84,900
CWBR,7-Aug-20,1.87,1.918,1.71,1.76,426100
CWCO,7-Aug-20,12.48,12.75,12.48,12.71,106800
CWST,7-Aug-20,56.09,57.06,55.74,56.6,180900
CXDC,7-Aug-20,1.18,1.18,1.16,1.1702,94400
CXDO,7-Aug-20,11.99,11.99,10.6347,11.29,55600
CXSE,7-Aug-20,107.89,108.36,106.55,107.27,63400
CYAD,7-Aug-20,10.23,10.3,10.23,10.275,1000
CYAN,7-Aug-20,2.47,2.49,2.375,2.434,1900
CYBE,7-Aug-20,37.15,38.39,36.3,36.83,78400
CYBR,7-Aug-20,112.59,113.71,110,110.59,434500
CYCC,7-Aug-20,4.77,4.81,4.705,4.76,89800
CYCN,7-Aug-20,4.22,4.39,4.16,4.36,154600
CYRN,7-Aug-20,1.66,1.7,1.5501,1.65,214500
CYRX,7-Aug-20,32.74,33.91,32.01,33.56,952900
CYTK,7-Aug-20,21.01,22,21,21.51,1180000
CZNC,7-Aug-20,17.74,17.94,17.42,17.89,31300
CZR,7-Aug-20,37.8,38.8899,36.13,37.07,6729800
CZWI,7-Aug-20,6.65,6.8,6.65,6.75,4400
DADA,7-Aug-20,26.41,27.34,24.11,24.7,854600
DAIO,7-Aug-20,3.9,3.95,3.89,3.89,12400
DAKT,7-Aug-20,4.07,4.27,4,4.24,249700
DARE,7-Aug-20,1.19,1.2,1.15,1.17,615900
DAX,7-Aug-20,27.93,28.03,27.8101,28.01,3100
DBCP,7-Aug-20,6.21,6.24,6.17,6.18,3700
DBVT,7-Aug-20,2.37,2.37,2.25,2.26,1160400
DBX,7-Aug-20,22.01,22.2,20.52,20.69,22826300
DCOM,7-Aug-20,12.79,13.91,12.69,13.87,293500
DCOMP,7-Aug-20,20.31,20.7,20.2212,20.7,40600
DCPH,7-Aug-20,47.79,49.26,47.54,48.91,366200
DCTH,7-Aug-20,12.57,12.76,12.51,12.58,29600
DDIV,7-Aug-20,20.965,21.1759,20.965,21.1759,3200
DDOG,7-Aug-20,82.6,83.75,74.11,75.28,18906500
DENN,7-Aug-20,9.42,9.75,9.1501,9.75,1076700
DFFN,7-Aug-20,1.1,1.14,1.02,1.1,1688800
DFHTU,7-Aug-20,10.45,10.45,10.35,10.39,3900
DFNL,7-Aug-20,19.3,19.88,19.3,19.88,18600
DFPH,7-Aug-20,10.39,10.4,10.35,10.4,4700
DFPHU,7-Aug-20,10.55,10.77,10.55,10.77,1800
DFPHW,7-Aug-20,2.15,2.15,1.64,1.64,300
DGICA,7-Aug-20,14.54,14.62,14.43,14.6,47100
DGICB,7-Aug-20,12.25,12.25,11.03,12.12,600
DGII,7-Aug-20,13.18,14.64,13.18,14.3,359900
DGLY,7-Aug-20,3.35,3.36,3.1601,3.2,682700
DGRE,7-Aug-20,24.94,24.94,24.7266,24.765,9100
DGRS,7-Aug-20,31.69,32.1791,31.635,32.11,13300
DGRW,7-Aug-20,48.47,48.75,48.39,48.73,322300
DHC,7-Aug-20,4.14,4.63,4.09,4.47,1806200
DHCNI,7-Aug-20,18.7,19,18.69,18.89,18900
DHCNL,7-Aug-20,19.35,19.5,19.25,19.28,50200
DHIL,7-Aug-20,117.51,121.36,117.39,120.92,8600
DINT,7-Aug-20,19.65,19.75,19.52,19.6,6500
DIOD,7-Aug-20,52.97,53.39,51.39,51.95,324700
DISCA,7-Aug-20,21.56,21.91,20.88,20.98,6863700
DISCB,7-Aug-20,35.5,35.5,35.5,35.5,400
DISCK,7-Aug-20,19.65,19.97,19.14,19.3,3726600
DISH,7-Aug-20,35,37,33.58,34.17,7180900
DJCO,7-Aug-20,315,315,308.99,310.1,1300
DKNG,7-Aug-20,34.45,35.42,33.51,34.09,8890500
DLHC,7-Aug-20,9.88,9.98,9.3,9.41,119300
DLPN,7-Aug-20,0.913,0.95,0.8823,0.918,871900
DLPNW,7-Aug-20,0.085,0.085,0.0795,0.0795,6300
DLTH,7-Aug-20,7.71,7.99,7.61,7.89,212300
DLTR,7-Aug-20,96.17,97.03,95.64,96.49,1345200
DMAC,7-Aug-20,5.69,5.7,5.45,5.45,110400
DMLP,7-Aug-20,11.4,11.47,11.3181,11.4,49100
DMPI,7-Aug-20,1.05,1.06,0.993,1.06,260200
DMRC,7-Aug-20,15.11,15.48,14.57,14.97,81000
DMTK,7-Aug-20,11.59,12.72,11.33,11.935,90500
DMXF,7-Aug-20,53.9,54.1283,53.9,54.1283,600
DNKN,7-Aug-20,67.39,68.725,67.135,68.54,918500
DNLI,7-Aug-20,32.57,34.8777,31.21,31.61,1365400
DOCU,7-Aug-20,215.19,215.42,199.17,204.76,5653400
DOGZ,7-Aug-20,1.24,1.24,1.15,1.2,1500
DOMO,7-Aug-20,31.27,31.35,29.67,30.99,617800
DOOO,7-Aug-20,44.74,44.74,44.05,44.63,44600
DORM,7-Aug-20,83.64,86.09,83.58,85.97,114200
DOX,7-Aug-20,61.58,62.495,61.1,61.89,591000
DOYU,7-Aug-20,14.8,15.33,14.51,15.27,4629000
DPHC,7-Aug-20,12.2,12.4,11.75,12.25,3270000
DPHCU,7-Aug-20,13.29,13.75,13,13.75,90200
DPHCW,7-Aug-20,3.58,3.91,3.52,3.91,554300
DRAD,7-Aug-20,2.66,2.9,2.54,2.81,393300
DRADP,7-Aug-20,7.5,8,7.5,8,300
DRIO,7-Aug-20,17.94,18.5,16.4278,17.3,641800
DRIOW,7-Aug-20,0.15,0.25,0.15,0.1987,168900
DRIV,7-Aug-20,16.26,16.26,16.09,16.2,21800
DRNA,7-Aug-20,20.2,21.7,20.12,21.03,709700
DRRX,7-Aug-20,2.31,2.49,2.3,2.33,2352700
DRTT,7-Aug-20,1.5,1.55,1.49,1.55,220200
DSGX,7-Aug-20,58.52,58.52,57.14,57.82,98000
DSKE,7-Aug-20,4.98,5.66,4.75,5.57,714700
DSKEW,7-Aug-20,0.1599,0.19,0.15,0.188,1137500
DSPG,7-Aug-20,15.5,15.68,15.24,15.3,125200
DSWL,7-Aug-20,2.4767,2.5,2.475,2.475,16500
DTEA,7-Aug-20,0.8832,0.8999,0.8516,0.8916,98900
DTIL,7-Aug-20,6.89,7.12,6.72,6.92,314400
DTSS,7-Aug-20,2.57,3.36,2.56,3.24,480700
DUO,7-Aug-20,8.63,8.705,8.35,8.49,32200
DUOT,7-Aug-20,4.99,4.99,4.7805,4.9,2800
DUSA,7-Aug-20,24.85,25.1,24.85,25.0927,6100
DVAX,7-Aug-20,8.15,8.2338,7.08,7.78,8205200
DVLU,7-Aug-20,14.91,14.93,14.89,14.92,600
DVOL,7-Aug-20,22.4446,22.46,22.34,22.4219,6100
DVY,7-Aug-20,83.29,85.08,83.08,85.08,931300
DWAS,7-Aug-20,59.8,60.58,59.565,59.9331,8600
DWAT,7-Aug-20,11.3153,11.3153,11.31,11.31,1000
DWAW,7-Aug-20,30.39,30.535,30.3665,30.535,3300
DWEQ,7-Aug-20,23.55,23.55,23.11,23.1901,1600
DWFI,7-Aug-20,24.4757,24.4757,24.37,24.3847,20000
DWLD,7-Aug-20,25.32,25.49,25.1906,25.37,11400
DWPP,7-Aug-20,25.17,25.3,25.17,25.3,400
DWSH,7-Aug-20,18.53,18.8,18.07,18.1104,130900
DWSN,7-Aug-20,1.78,1.92,1.76,1.79,21300
DXCM,7-Aug-20,440.88,456.23,435.02,440.7,928800
DXGE,7-Aug-20,28.55,28.69,28.54,28.69,1100
DXJS,7-Aug-20,35.9,36.0744,35.9,36.0744,2900
DXLG,7-Aug-20,0.33,0.3309,0.3131,0.3246,2984500
DXPE,7-Aug-20,17.79,18.96,17.425,18.84,121800
DXYN,7-Aug-20,1.01,1.01,0.9246,0.97,100700
DYAI,7-Aug-20,8.53,9,8.53,8.88,97100
